longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-118.16,34.02,35.0,1734.0,493.0,2053.0,508.0,2.1442,149200.0,1,0,0,0,0
-121.4,38.53,38.0,152.0,30.0,65.0,35.0,0.9274,67500.0,0,1,0,0,0
-122.41,37.76,52.0,492.0,139.0,316.0,168.0,3.0865,225000.0,0,0,0,1,0
-123.47,39.8,18.0,2130.0,545.0,863.0,346.0,2.3571,79200.0,0,1,0,0,0
-118.24,34.22,41.0,2476.0,506.0,1271.0,485.0,3.4531,263900.0,1,0,0,0,0
-117.96,33.78,33.0,1520.0,,658.0,242.0,4.875,269300.0,1,0,0,0,0
-117.25,32.76,38.0,2331.0,493.0,836.0,433.0,4.9125,452600.0,0,0,0,0,1
-118.27,34.07,42.0,1175.0,428.0,1593.0,407.0,2.3438,213300.0,1,0,0,0,0
-119.27,36.05,29.0,1016.0,174.0,481.0,140.0,2.2917,112500.0,0,1,0,0,0
-118.42,33.92,25.0,3521.0,852.0,1524.0,764.0,3.8086,361300.0,1,0,0,0,0
-117.58,33.65,4.0,1606.0,498.0,815.0,426.0,3.375,500001.0,1,0,0,0,0
-117.32,33.25,7.0,2499.0,420.0,1314.0,398.0,4.85,186900.0,1,0,0,0,0
-117.08,33.82,6.0,1771.0,293.0,935.0,279.0,4.065,148200.0,0,1,0,0,0
-117.29,34.12,45.0,1369.0,351.0,1046.0,274.0,1.8438,72100.0,0,1,0,0,0
-118.12,34.05,32.0,3775.0,786.0,2416.0,792.0,3.6625,247600.0,1,0,0,0,0
-118.41,34.04,52.0,2113.0,332.0,800.0,327.0,11.1768,500001.0,1,0,0,0,0
-121.89,37.29,38.0,1568.0,351.0,710.0,339.0,2.7042,286600.0,1,0,0,0,0
-122.46,37.76,52.0,2236.0,545.0,1186.0,532.0,3.4531,414300.0,0,0,0,1,0
-117.09,32.58,12.0,2565.0,567.0,1785.0,545.0,3.0273,135300.0,0,0,0,0,1
-118.35,33.95,45.0,1076.0,213.0,781.0,238.0,3.95,164000.0,1,0,0,0,0
-121.27,38.13,40.0,2402.0,509.0,1197.0,486.0,2.1771,98200.0,0,1,0,0,0
-119.39,36.55,30.0,1669.0,314.0,837.0,325.0,3.3869,80400.0,0,1,0,0,0
-118.36,33.88,31.0,2518.0,543.0,1107.0,508.0,4.7404,295800.0,1,0,0,0,0
-118.34,34.19,47.0,1721.0,343.0,834.0,334.0,4.1923,231200.0,1,0,0,0,0
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,0,0,0,1,0
-118.22,34.14,50.0,3657.0,708.0,1725.0,644.0,5.5456,258100.0,1,0,0,0,0
-121.38,38.64,19.0,4563.0,1069.0,2256.0,926.0,2.1472,143400.0,0,1,0,0,0
-121.06,38.98,14.0,2267.0,355.0,1140.0,369.0,4.7019,212800.0,0,1,0,0,0
-118.18,34.03,44.0,1629.0,420.0,1893.0,387.0,2.2991,137500.0,1,0,0,0,0
-118.98,35.41,36.0,1482.0,266.0,640.0,274.0,3.875,94500.0,0,1,0,0,0
-119.08,36.02,26.0,1748.0,346.0,891.0,303.0,1.9439,62100.0,0,1,0,0,0
-121.99,37.39,25.0,3495.0,834.0,2484.0,797.0,4.8145,230700.0,1,0,0,0,0
-118.4,34.18,32.0,3724.0,899.0,1912.0,791.0,3.5711,312700.0,1,0,0,0,0
-118.63,34.18,33.0,5252.0,760.0,2041.0,730.0,6.7977,389700.0,1,0,0,0,0
-121.1,38.33,14.0,1357.0,247.0,695.0,224.0,4.1974,157800.0,0,1,0,0,0
-119.67,36.83,4.0,2145.0,334.0,1024.0,308.0,5.0864,113700.0,0,1,0,0,0
-118.16,33.77,29.0,3078.0,786.0,1460.0,736.0,2.875,232500.0,0,0,0,0,1
-122.05,37.57,7.0,10648.0,1818.0,6075.0,1797.0,6.1047,278200.0,0,0,0,1,0
-118.27,33.93,38.0,2073.0,500.0,1657.0,470.0,1.2098,88400.0,1,0,0,0,0
-115.56,32.8,28.0,1672.0,416.0,1335.0,397.0,1.5987,59400.0,0,1,0,0,0
-117.14,32.71,52.0,979.0,314.0,975.0,297.0,1.2375,100000.0,0,0,0,0,1
-118.05,34.1,42.0,2065.0,404.0,1313.0,402.0,4.0179,274300.0,0,1,0,0,0
-122.28,37.53,15.0,5417.0,1199.0,2593.0,1098.0,4.8047,438000.0,0,0,0,0,1
-118.41,33.93,22.0,2514.0,605.0,1225.0,568.0,4.1818,339700.0,1,0,0,0,0
-122.43,37.61,21.0,10252.0,2595.0,4790.0,2428.0,4.1692,344500.0,0,0,0,0,1
-121.2,38.7,28.0,2970.0,471.0,1379.0,463.0,4.3214,131700.0,0,1,0,0,0
-120.4,34.87,10.0,2197.0,329.0,1064.0,319.0,4.9766,199600.0,1,0,0,0,0
-117.97,33.89,17.0,1851.0,344.0,764.0,339.0,5.1315,181800.0,1,0,0,0,0
-117.96,33.79,29.0,1813.0,501.0,1170.0,482.0,2.0677,214500.0,1,0,0,0,0
-117.84,33.82,24.0,10281.0,1689.0,4926.0,1629.0,4.7946,251200.0,1,0,0,0,0
-116.68,33.71,21.0,3460.0,711.0,658.0,255.0,3.5882,161100.0,0,1,0,0,0
-118.02,33.94,23.0,4815.0,1081.0,3232.0,1016.0,3.488,191800.0,1,0,0,0,0
-118.41,34.18,35.0,2785.0,663.0,1631.0,614.0,3.9038,276100.0,1,0,0,0,0
-122.68,38.76,29.0,994.0,226.0,302.0,117.0,2.3125,67900.0,0,1,0,0,0
-119.72,34.43,33.0,1028.0,377.0,753.0,356.0,2.3454,243800.0,1,0,0,0,0
-122.68,38.07,26.0,1445.0,244.0,510.0,207.0,5.6305,430000.0,0,0,0,0,1
-122.32,37.95,35.0,1612.0,354.0,887.0,331.0,2.5769,146100.0,0,0,0,1,0
-117.4,33.93,35.0,1468.0,298.0,1168.0,261.0,2.2222,81300.0,0,1,0,0,0
-117.64,33.87,2.0,17470.0,2727.0,5964.0,1985.0,6.2308,257900.0,1,0,0,0,0
-122.04,37.97,21.0,6445.0,1839.0,3621.0,1735.0,2.5841,112500.0,0,0,0,1,0
-118.49,34.01,28.0,651.0,252.0,333.0,174.0,1.9722,500001.0,1,0,0,0,0
-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4.2639,154200.0,0,1,0,0,0
-118.19,33.89,32.0,1696.0,438.0,1639.0,376.0,2.0357,107300.0,1,0,0,0,0
-118.25,33.92,44.0,1737.0,363.0,1184.0,343.0,2.5363,95900.0,1,0,0,0,0
-117.93,34.04,30.0,1336.0,239.0,905.0,253.0,4.8854,178100.0,1,0,0,0,0
-123.16,39.13,33.0,1320.0,303.0,1048.0,303.0,1.7813,94700.0,1,0,0,0,0
-118.35,34.13,39.0,1610.0,278.0,511.0,278.0,4.3333,385900.0,1,0,0,0,0
-121.33,38.66,15.0,4371.0,908.0,1842.0,818.0,2.7797,105500.0,0,1,0,0,0
-117.82,33.89,24.0,2168.0,421.0,1050.0,397.0,4.6172,238300.0,1,0,0,0,0
-122.04,37.26,24.0,4973.0,709.0,1692.0,696.0,7.8627,500001.0,1,0,0,0,0
-118.47,34.3,16.0,2495.0,551.0,2314.0,567.0,3.6736,192200.0,1,0,0,0,0
-121.68,37.98,19.0,3388.0,599.0,1707.0,575.0,3.6411,162800.0,0,1,0,0,0
-117.92,33.65,15.0,1309.0,477.0,1330.0,424.0,3.4417,182500.0,1,0,0,0,0
-122.5,37.76,45.0,1673.0,377.0,1078.0,393.0,3.3393,272300.0,0,0,0,0,1
-122.01,37.39,26.0,2500.0,962.0,2374.0,879.0,3.5586,222200.0,1,0,0,0,0
-117.91,33.82,32.0,1408.0,307.0,1331.0,284.0,3.7014,179600.0,1,0,0,0,0
-117.31,33.97,28.0,3420.0,691.0,1502.0,656.0,3.4896,140300.0,0,1,0,0,0
-121.2,39.25,5.0,906.0,144.0,376.0,141.0,4.3523,188200.0,0,1,0,0,0
-122.11,37.67,32.0,3028.0,811.0,2037.0,703.0,3.0645,165400.0,0,0,0,1,0
-122.01,37.95,8.0,3866.0,539.0,1555.0,513.0,6.0901,298200.0,0,0,0,1,0
-117.97,34.14,33.0,1328.0,348.0,903.0,329.0,3.1094,136000.0,0,1,0,0,0
-122.39,40.58,44.0,1625.0,392.0,944.0,347.0,1.5972,68900.0,0,1,0,0,0
-120.83,37.52,6.0,1488.0,252.0,773.0,259.0,4.1859,150000.0,0,1,0,0,0
-121.23,36.33,23.0,2095.0,536.0,1858.0,457.0,3.0543,92400.0,1,0,0,0,0
-116.89,33.93,29.0,4549.0,916.0,2494.0,912.0,2.0976,72600.0,0,1,0,0,0
-120.24,37.96,34.0,1747.0,395.0,935.0,362.0,1.625,79400.0,0,1,0,0,0
-123.21,39.18,17.0,2772.0,576.0,1501.0,584.0,2.6275,142100.0,1,0,0,0,0
-118.42,34.0,45.0,1807.0,355.0,883.0,371.0,5.0357,329800.0,1,0,0,0,0
-119.29,36.33,19.0,792.0,232.0,641.0,222.0,0.7445,112500.0,0,1,0,0,0
-122.41,37.8,30.0,1821.0,738.0,1648.0,684.0,0.8836,450000.0,0,0,0,1,0
-118.16,33.79,26.0,3061.0,844.0,2135.0,769.0,2.875,164000.0,0,0,0,0,1
-117.11,34.43,14.0,3026.0,556.0,1349.0,485.0,2.8021,111200.0,0,1,0,0,0
-122.49,37.63,31.0,3109.0,621.0,1472.0,618.0,5.155,263900.0,0,0,0,0,1
-118.14,34.7,12.0,1984.0,614.0,1071.0,574.0,1.2532,102100.0,0,1,0,0,0
-121.45,38.55,19.0,3374.0,808.0,1412.0,753.0,1.4889,77600.0,0,1,0,0,0
-121.14,35.55,13.0,5383.0,1070.0,1880.0,796.0,3.8019,271200.0,0,0,0,0,1
-119.01,36.06,25.0,1505.0,,1392.0,359.0,1.6812,47700.0,0,1,0,0,0
-118.23,33.96,42.0,1977.0,570.0,2406.0,557.0,2.5913,151600.0,1,0,0,0,0
-120.78,38.73,31.0,3117.0,616.0,1606.0,588.0,2.9844,127900.0,0,1,0,0,0
-120.44,34.97,26.0,1705.0,344.0,1605.0,307.0,3.7589,113700.0,1,0,0,0,0
-118.15,33.77,39.0,2428.0,634.0,1312.0,612.0,2.7212,266300.0,0,0,0,0,1
-118.17,33.77,39.0,2953.0,878.0,1379.0,785.0,2.1378,180400.0,0,0,0,0,1
-121.81,37.33,4.0,5532.0,778.0,3651.0,770.0,7.2982,343000.0,1,0,0,0,0
-122.38,37.34,33.0,1054.0,209.0,400.0,161.0,7.7773,456300.0,0,0,0,0,1
-121.97,38.03,17.0,3685.0,685.0,1939.0,649.0,3.7043,139800.0,0,1,0,0,0
-118.13,33.89,33.0,3668.0,867.0,2368.0,845.0,2.8906,204900.0,1,0,0,0,0
-118.46,34.03,27.0,1965.0,631.0,1042.0,596.0,2.75,327300.0,1,0,0,0,0
-120.91,40.08,24.0,1629.0,313.0,641.0,274.0,2.2067,69600.0,0,1,0,0,0
-117.07,33.13,17.0,6817.0,1632.0,4526.0,1474.0,2.6152,135300.0,1,0,0,0,0
-118.42,34.02,28.0,3167.0,737.0,1248.0,665.0,3.1941,394700.0,1,0,0,0,0
-121.14,37.52,37.0,1358.0,231.0,586.0,214.0,3.1645,170800.0,0,1,0,0,0
-117.25,33.08,14.0,7208.0,1012.0,3097.0,1014.0,6.617,285200.0,0,0,0,0,1
-121.39,38.69,38.0,300.0,47.0,154.0,51.0,4.0909,108300.0,0,1,0,0,0
-121.99,37.05,19.0,2023.0,392.0,955.0,328.0,5.2486,353000.0,0,0,0,0,1
-117.13,32.8,15.0,1606.0,375.0,784.0,342.0,3.7237,108300.0,0,0,0,0,1
-117.99,33.77,15.0,2081.0,531.0,1617.0,561.0,3.4955,160900.0,1,0,0,0,0
-118.14,33.89,37.0,1159.0,238.0,740.0,243.0,4.9107,179600.0,1,0,0,0,0
-121.43,38.48,12.0,4602.0,930.0,2299.0,860.0,3.0625,90500.0,0,1,0,0,0
-118.21,33.97,49.0,1409.0,313.0,1268.0,317.0,3.9408,170600.0,1,0,0,0,0
-117.35,33.17,16.0,4595.0,1341.0,2849.0,1197.0,2.478,185600.0,0,0,0,0,1
-117.9,33.88,35.0,2062.0,353.0,991.0,357.0,5.2897,230400.0,1,0,0,0,0
-117.17,32.78,17.0,3845.0,1051.0,3102.0,944.0,2.3658,164100.0,0,0,0,0,1
-122.01,37.27,27.0,3340.0,451.0,1220.0,447.0,8.8178,500001.0,1,0,0,0,0
-122.29,37.9,52.0,1604.0,263.0,594.0,286.0,5.338,270900.0,0,0,0,1,0
-120.38,37.99,36.0,2864.0,603.0,1155.0,565.0,2.3571,113400.0,0,1,0,0,0
-122.62,38.25,24.0,2388.0,358.0,1187.0,362.0,4.6534,196500.0,1,0,0,0,0
-118.09,33.93,37.0,1950.0,356.0,1183.0,338.0,4.1449,175300.0,1,0,0,0,0
-121.36,38.02,5.0,2229.0,543.0,1010.0,474.0,4.1719,206100.0,0,1,0,0,0
-115.88,32.93,15.0,208.0,49.0,51.0,20.0,4.0208,32500.0,0,1,0,0,0
-121.22,38.0,35.0,1841.0,300.0,783.0,285.0,2.8167,162100.0,0,1,0,0,0
-122.12,37.65,26.0,162.0,27.0,86.0,25.0,2.375,137500.0,0,0,0,1,0
-120.8,37.61,30.0,918.0,154.0,469.0,139.0,3.9688,175000.0,0,1,0,0,0
-120.3,35.1,16.0,2819.0,479.0,1068.0,365.0,4.5461,270800.0,1,0,0,0,0
-119.65,36.33,52.0,1257.0,257.0,624.0,243.0,2.3523,59100.0,0,1,0,0,0
-117.83,33.66,15.0,2355.0,438.0,747.0,450.0,6.5356,272800.0,1,0,0,0,0
-118.01,33.89,34.0,1653.0,292.0,1003.0,310.0,4.6,203400.0,1,0,0,0,0
-122.36,37.58,37.0,3325.0,734.0,1468.0,692.0,4.0987,434000.0,0,0,0,0,1
-118.11,33.95,34.0,2319.0,334.0,941.0,356.0,6.4319,452300.0,1,0,0,0,0
-122.11,37.11,46.0,1993.0,404.0,850.0,327.0,5.208,206800.0,0,0,0,0,1
-120.04,36.96,23.0,2126.0,506.0,2091.0,491.0,1.3713,51800.0,0,1,0,0,0
-117.76,33.54,28.0,2250.0,329.0,826.0,323.0,6.9257,466400.0,1,0,0,0,0
-122.2,37.77,49.0,2272.0,498.0,1621.0,483.0,2.4338,102400.0,0,0,0,1,0
-122.53,37.87,20.0,1814.0,282.0,658.0,253.0,7.9977,400000.0,0,0,0,1,0
-119.06,34.35,34.0,2426.0,646.0,2116.0,631.0,2.0682,158300.0,1,0,0,0,0
-122.59,37.99,36.0,4869.0,871.0,1899.0,827.0,4.1659,302000.0,0,0,0,1,0
-118.5,34.52,3.0,6577.0,1056.0,3032.0,1004.0,5.9263,251800.0,0,1,0,0,0
-122.28,37.86,52.0,1659.0,367.0,788.0,346.0,2.8214,164300.0,0,0,0,1,0
-122.43,37.72,49.0,3427.0,696.0,2363.0,661.0,3.6885,254000.0,0,0,0,1,0
-117.26,33.18,9.0,4540.0,793.0,2235.0,746.0,4.5781,225600.0,0,0,0,0,1
-122.27,37.47,44.0,3022.0,473.0,1235.0,477.0,6.7058,495900.0,0,0,0,0,1
-117.8,33.68,5.0,623.0,146.0,396.0,136.0,3.631,225000.0,1,0,0,0,0
-121.29,37.99,30.0,1271.0,528.0,2019.0,524.0,1.5152,81300.0,0,1,0,0,0
-118.17,33.77,45.0,2508.0,797.0,1340.0,720.0,2.6786,191100.0,0,0,0,0,1
-122.26,38.02,5.0,3846.0,786.0,2053.0,716.0,5.0473,184800.0,0,0,0,1,0
-122.63,38.23,45.0,2264.0,504.0,1076.0,472.0,3.0139,194100.0,1,0,0,0,0
-117.18,34.3,33.0,399.0,87.0,71.0,27.0,1.875,71300.0,0,1,0,0,0
-116.85,34.26,18.0,6988.0,1635.0,2044.0,726.0,2.4308,90600.0,0,1,0,0,0
-117.94,33.64,24.0,1097.0,307.0,470.0,333.0,1.6389,225000.0,1,0,0,0,0
-124.11,40.81,23.0,959.0,212.0,425.0,175.0,2.5536,96100.0,0,0,0,0,1
-118.01,33.93,34.0,2424.0,468.0,1293.0,444.0,3.275,189900.0,1,0,0,0,0
-121.06,37.73,5.0,2256.0,420.0,1246.0,397.0,4.9236,155900.0,0,1,0,0,0
-117.02,33.6,7.0,1972.0,352.0,964.0,317.0,3.244,337200.0,0,1,0,0,0
-118.45,34.01,36.0,2424.0,418.0,1123.0,417.0,6.4755,405800.0,1,0,0,0,0
-117.97,33.71,25.0,3273.0,478.0,1645.0,497.0,5.8195,286100.0,1,0,0,0,0
-118.5,34.24,34.0,2634.0,412.0,1114.0,423.0,5.9401,315300.0,1,0,0,0,0
-122.5,37.77,52.0,2433.0,454.0,1070.0,420.0,4.125,359500.0,0,0,0,1,0
-122.07,37.86,23.0,1025.0,205.0,263.0,191.0,3.12,155000.0,0,0,0,1,0
-118.27,34.06,26.0,513.0,338.0,1204.0,321.0,1.4904,275000.0,1,0,0,0,0
-117.61,33.43,33.0,1150.0,383.0,604.0,317.0,2.3545,187500.0,0,0,0,0,1
-116.91,32.86,15.0,3153.0,628.0,1633.0,527.0,3.6898,131000.0,1,0,0,0,0
-122.48,37.74,52.0,2166.0,423.0,1072.0,370.0,4.131,314300.0,0,0,0,0,1
-117.04,32.72,24.0,5474.0,955.0,3020.0,904.0,4.0813,137000.0,0,0,0,0,1
-118.13,33.86,45.0,1866.0,343.0,919.0,344.0,3.5833,200200.0,1,0,0,0,0
-118.03,33.97,32.0,2468.0,552.0,1190.0,479.0,3.8275,238500.0,1,0,0,0,0
-121.57,37.02,17.0,2889.0,624.0,2681.0,608.0,2.9417,178000.0,0,1,0,0,0
-117.14,32.76,28.0,3025.0,756.0,1328.0,695.0,2.694,164100.0,0,0,0,0,1
-120.71,35.5,12.0,3098.0,453.0,1433.0,434.0,5.2508,292900.0,1,0,0,0,0
-117.92,34.1,33.0,1921.0,397.0,1492.0,393.0,4.375,150500.0,1,0,0,0,0
-119.09,35.33,9.0,7085.0,1148.0,3084.0,1052.0,4.997,142900.0,0,1,0,0,0
-121.29,36.9,17.0,3610.0,593.0,1734.0,559.0,5.8324,374200.0,0,1,0,0,0
-118.39,34.03,28.0,1722.0,536.0,1161.0,481.0,3.2228,232500.0,1,0,0,0,0
-118.39,33.86,24.0,2386.0,582.0,1152.0,568.0,4.8971,400700.0,1,0,0,0,0
-118.1,34.58,29.0,2843.0,603.0,1517.0,573.0,2.6658,106900.0,0,1,0,0,0
-114.59,33.61,34.0,4789.0,1175.0,3134.0,1056.0,2.1782,58400.0,0,1,0,0,0
-120.97,37.62,7.0,8489.0,1673.0,5807.0,1575.0,2.9451,127800.0,0,1,0,0,0
-118.01,33.77,32.0,1771.0,296.0,995.0,272.0,5.8362,217500.0,1,0,0,0,0
-118.47,34.06,26.0,6577.0,1789.0,2937.0,1652.0,4.801,500001.0,1,0,0,0,0
-121.89,37.34,43.0,1423.0,467.0,1013.0,428.0,1.6708,204200.0,1,0,0,0,0
-117.05,32.78,37.0,1184.0,178.0,529.0,192.0,4.7941,161700.0,1,0,0,0,0
-118.35,34.16,49.0,1305.0,228.0,584.0,255.0,5.636,267900.0,1,0,0,0,0
-121.94,37.28,27.0,2859.0,464.0,1144.0,430.0,5.0822,327500.0,1,0,0,0,0
-117.63,34.37,20.0,7052.0,1306.0,2197.0,810.0,3.7252,167100.0,0,1,0,0,0
-118.55,34.39,16.0,8726.0,1317.0,3789.0,1279.0,6.8419,323300.0,1,0,0,0,0
-117.96,33.92,18.0,3744.0,1027.0,1654.0,912.0,3.2158,215000.0,1,0,0,0,0
-117.02,34.89,29.0,3111.0,661.0,1530.0,608.0,2.8281,69300.0,0,1,0,0,0
-122.27,37.86,49.0,2052.0,435.0,924.0,414.0,2.5417,182700.0,0,0,0,1,0
-122.18,39.93,35.0,1387.0,272.0,610.0,237.0,2.1759,59500.0,0,1,0,0,0
-117.21,32.83,28.0,3241.0,533.0,1334.0,513.0,4.1806,199600.0,0,0,0,0,1
-118.36,33.88,26.0,1375.0,286.0,829.0,278.0,3.9844,230700.0,1,0,0,0,0
-123.34,39.5,15.0,2342.0,535.0,1064.0,433.0,1.8967,96600.0,0,1,0,0,0
-121.22,39.11,14.0,1405.0,269.0,660.0,228.0,3.0804,156800.0,0,1,0,0,0
-119.62,36.56,30.0,1722.0,372.0,1467.0,403.0,1.8878,51600.0,0,1,0,0,0
-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,116700.0,0,0,0,1,0
-119.82,36.78,36.0,1370.0,289.0,812.0,282.0,2.6127,69600.0,0,1,0,0,0
-115.49,32.87,19.0,541.0,104.0,457.0,106.0,3.3583,102800.0,0,1,0,0,0
-121.27,38.02,32.0,342.0,58.0,138.0,52.0,2.9821,155000.0,0,1,0,0,0
-119.03,35.37,42.0,2508.0,483.0,1035.0,442.0,2.6513,72300.0,0,1,0,0,0
-119.74,36.73,42.0,1236.0,272.0,946.0,261.0,2.0536,50000.0,0,1,0,0,0
-122.49,37.69,35.0,2644.0,456.0,1465.0,430.0,4.9375,277000.0,0,0,0,0,1
-117.87,33.87,16.0,1332.0,368.0,1534.0,295.0,3.0227,297100.0,1,0,0,0,0
-118.12,34.17,37.0,2705.0,676.0,1551.0,608.0,2.2692,225000.0,0,1,0,0,0
-122.42,37.6,34.0,3562.0,565.0,1542.0,563.0,5.8783,405100.0,0,0,0,0,1
-118.5,34.04,52.0,2233.0,317.0,769.0,277.0,8.3839,500001.0,1,0,0,0,0
-118.14,34.08,24.0,3988.0,1098.0,2909.0,1034.0,2.7036,170000.0,1,0,0,0,0
-118.02,34.13,34.0,1966.0,319.0,980.0,297.0,7.7307,429000.0,0,1,0,0,0
-117.2,32.77,31.0,1952.0,471.0,936.0,462.0,2.8621,196900.0,0,0,0,0,1
-116.81,33.9,17.0,2009.0,469.0,820.0,381.0,1.3286,81800.0,0,1,0,0,0
-120.59,34.7,29.0,17738.0,3114.0,12427.0,2826.0,2.7377,28300.0,0,0,0,0,1
-119.18,34.15,22.0,4769.0,1366.0,5534.0,1318.0,2.4167,192000.0,0,0,0,0,1
-118.3,33.81,17.0,5544.0,1068.0,3008.0,1038.0,5.322,282700.0,1,0,0,0,0
-117.18,32.75,36.0,2282.0,534.0,918.0,531.0,2.7222,284700.0,0,0,0,0,1
-121.91,37.26,32.0,3776.0,620.0,1790.0,612.0,5.4675,261100.0,1,0,0,0,0
-121.33,38.02,33.0,2854.0,489.0,1109.0,452.0,4.3008,136400.0,0,1,0,0,0
-122.34,41.06,33.0,2149.0,498.0,631.0,273.0,1.8816,65800.0,0,1,0,0,0
-118.96,35.38,41.0,2417.0,435.0,973.0,406.0,3.0568,85600.0,0,1,0,0,0
-118.37,34.08,52.0,2946.0,695.0,1258.0,650.0,3.9783,374100.0,1,0,0,0,0
-121.32,37.97,46.0,2270.0,427.0,1097.0,453.0,3.3235,87800.0,0,1,0,0,0
-117.96,33.94,34.0,2228.0,399.0,1159.0,378.0,4.8906,228900.0,1,0,0,0,0
-116.8,33.8,35.0,324.0,63.0,158.0,39.0,3.4167,100000.0,0,1,0,0,0
-117.12,33.14,16.0,1710.0,272.0,1025.0,267.0,4.1641,163600.0,1,0,0,0,0
-118.34,34.01,38.0,2318.0,735.0,1407.0,702.0,1.6187,266700.0,1,0,0,0,0
-123.18,40.58,18.0,1451.0,278.0,695.0,254.0,1.7262,73700.0,0,1,0,0,0
-117.42,34.06,27.0,2532.0,495.0,1305.0,436.0,2.9107,143100.0,0,1,0,0,0
-118.39,34.03,25.0,3442.0,1050.0,1890.0,914.0,3.0574,319400.0,1,0,0,0,0
-118.14,34.06,27.0,5257.0,1082.0,3496.0,1036.0,3.3906,237200.0,1,0,0,0,0
-119.73,34.44,48.0,2114.0,390.0,973.0,367.0,4.8021,351100.0,0,0,0,0,1
-122.06,37.6,18.0,1726.0,276.0,1186.0,310.0,5.3226,231700.0,0,0,0,1,0
-118.04,33.83,20.0,1488.0,312.0,972.0,283.0,4.055,201900.0,1,0,0,0,0
-117.98,33.9,6.0,1537.0,347.0,506.0,280.0,4.8264,146800.0,1,0,0,0,0
-121.97,37.97,26.0,1977.0,264.0,817.0,273.0,5.7512,240200.0,0,1,0,0,0
-117.34,34.02,28.0,2683.0,708.0,2047.0,636.0,2.275,85400.0,0,1,0,0,0
-118.39,33.81,35.0,1008.0,165.0,391.0,167.0,3.7778,487500.0,0,0,0,0,1
-120.99,37.65,44.0,2848.0,623.0,1408.0,576.0,2.1487,86600.0,0,1,0,0,0
-118.3,34.17,17.0,4041.0,1169.0,3309.0,1117.0,2.6016,222400.0,1,0,0,0,0
-117.34,33.21,12.0,5963.0,1372.0,3015.0,1124.0,2.7386,216100.0,0,0,0,0,1
-117.08,32.64,43.0,1005.0,230.0,548.0,252.0,1.8672,145800.0,0,0,0,0,1
-118.23,34.18,47.0,1853.0,345.0,757.0,310.0,3.6875,422000.0,1,0,0,0,0
-117.44,34.45,6.0,6068.0,1137.0,3094.0,947.0,3.5167,130900.0,0,1,0,0,0
-117.99,33.89,23.0,2111.0,306.0,979.0,288.0,8.5621,347800.0,1,0,0,0,0
-122.57,40.61,27.0,1540.0,315.0,883.0,321.0,2.8036,93400.0,0,1,0,0,0
-121.82,38.46,10.0,6331.0,1181.0,3419.0,1110.0,3.7083,154800.0,0,1,0,0,0
-117.77,33.53,46.0,1033.0,223.0,462.0,224.0,3.2708,384700.0,1,0,0,0,0
-121.44,38.58,43.0,1806.0,339.0,764.0,341.0,3.9271,147100.0,0,1,0,0,0
-119.9,36.94,11.0,2513.0,408.0,1360.0,415.0,4.277,98500.0,0,1,0,0,0
-120.96,37.66,16.0,4961.0,902.0,2654.0,804.0,4.2823,138300.0,0,1,0,0,0
-118.96,34.18,16.0,3137.0,462.0,1384.0,436.0,6.1306,258200.0,1,0,0,0,0
-120.02,36.8,25.0,1270.0,255.0,1050.0,245.0,2.1618,55300.0,0,1,0,0,0
-122.29,37.54,43.0,2268.0,438.0,1151.0,449.0,4.9091,293200.0,0,0,0,0,1
-122.37,40.45,18.0,1748.0,337.0,921.0,327.0,3.3315,85400.0,0,1,0,0,0
-120.0,36.7,33.0,1902.0,370.0,1168.0,358.0,2.6852,70800.0,0,1,0,0,0
-122.06,37.7,33.0,3906.0,790.0,1912.0,770.0,3.5187,209400.0,0,0,0,1,0
-118.43,33.99,43.0,2483.0,548.0,1212.0,493.0,4.0189,302900.0,1,0,0,0,0
-122.06,38.26,36.0,1248.0,221.0,672.0,222.0,3.3839,105900.0,0,1,0,0,0
-118.4,34.13,32.0,8262.0,1156.0,2712.0,1125.0,10.5575,500001.0,1,0,0,0,0
-117.03,32.7,19.0,2304.0,572.0,2010.0,556.0,2.2866,109900.0,0,0,0,0,1
-117.82,33.64,18.0,1974.0,260.0,808.0,278.0,9.8589,500001.0,1,0,0,0,0
-118.32,33.92,35.0,1281.0,219.0,710.0,184.0,4.8304,152800.0,1,0,0,0,0
-119.84,34.44,28.0,977.0,162.0,537.0,159.0,4.2404,274300.0,0,0,0,0,1
-117.66,34.08,36.0,1485.0,236.0,623.0,261.0,3.3036,141000.0,0,1,0,0,0
-115.59,32.69,30.0,935.0,177.0,649.0,148.0,2.5769,94400.0,0,1,0,0,0
-117.23,33.24,26.0,1991.0,330.0,1014.0,304.0,4.3068,240100.0,1,0,0,0,0
-118.2,33.78,46.0,1889.0,651.0,1545.0,587.0,1.7064,175000.0,0,0,0,0,1
-121.15,38.69,52.0,240.0,44.0,6675.0,29.0,6.1359,225000.0,0,1,0,0,0
-117.81,33.88,19.0,2968.0,503.0,1430.0,459.0,5.3339,371700.0,1,0,0,0,0
